
 syntran 0.0.63
 https://github.com/JeffIrwin/syntran

 Interpreting file "main.syntran"

Starting AOC syntran main 2017/17
x in [409, 616]
y in [3, 1863]
x, y = [72, 597]
x, y = [72, 598]
x, y = [72, 599]
x, y = [72, 600]
x, y = [72, 601]
x, y = [72, 602]
x, y = [72, 603]
x, y = [72, 604]
x, y = [72, 605]
x, y = [72, 606]
x, y = [72, 607]
x, y = [72, 608]
x, y = [72, 609]
x, y = [72, 610]
x, y = [72, 611]
x, y = [72, 612]
x, y = [72, 613]
x, y = [72, 614]
x, y = [72, 615]
x, y = [72, 616]
x, y = [72, 617]
x, y = [72, 618]
x, y = [72, 619]
x, y = [72, 620]
x, y = [72, 621]
x, y = [72, 622]
x, y = [72, 621]
x, y = [72, 620]
x, y = [72, 619]
x, y = [72, 618]
x, y = [72, 617]
x, y = [72, 616]
x, y = [72, 615]
x, y = [72, 614]
x, y = [72, 613]
x, y = [87, 614]
x, y = [87, 615]
x, y = [87, 616]
x, y = [87, 617]
x, y = [87, 618]
x, y = [87, 619]
x, y = [87, 620]
x, y = [87, 621]
x, y = [87, 622]
x, y = [87, 623]
x, y = [87, 624]
x, y = [87, 625]
x, y = [87, 626]
x, y = [87, 627]
x, y = [87, 628]
x, y = [87, 629]
x, y = [87, 630]
x, y = [87, 631]
x, y = [87, 632]
x, y = [87, 633]
x, y = [87, 634]
x, y = [87, 635]
x, y = [87, 636]
x, y = [87, 637]
x, y = [87, 638]
x, y = [87, 639]
x, y = [87, 640]
x, y = [87, 641]
x, y = [87, 642]
x, y = [87, 641]
x, y = [87, 640]
x, y = [87, 639]
x, y = [87, 638]
x, y = [87, 637]
x, y = [79, 638]
x, y = [79, 639]
x, y = [79, 640]
x, y = [79, 641]
x, y = [79, 642]
x, y = [79, 643]
x, y = [79, 644]
x, y = [79, 645]
x, y = [79, 644]
x, y = [79, 643]
x, y = [79, 642]
x, y = [79, 641]
x, y = [79, 640]
x, y = [79, 639]
x, y = [79, 638]
x, y = [79, 637]
x, y = [89, 638]
x, y = [89, 639]
x, y = [89, 640]
x, y = [89, 641]
x, y = [89, 642]
x, y = [89, 643]
x, y = [89, 642]
x, y = [89, 641]
x, y = [89, 640]
x, y = [89, 639]
x, y = [89, 638]
x, y = [89, 637]
x, y = [89, 636]
x, y = [89, 635]
x, y = [89, 634]
x, y = [72, 635]
x, y = [72, 636]
x, y = [72, 637]
x, y = [72, 638]
x, y = [72, 639]
x, y = [72, 640]
x, y = [72, 641]
x, y = [72, 642]
x, y = [72, 643]
x, y = [72, 644]
x, y = [72, 645]
x, y = [72, 646]
x, y = [72, 647]
x, y = [72, 648]
x, y = [72, 649]
x, y = [72, 650]
x, y = [72, 651]
x, y = [72, 652]
x, y = [72, 653]
x, y = [72, 654]
x, y = [72, 655]
x, y = [72, 656]
x, y = [72, 657]
x, y = [72, 658]
x, y = [72, 659]
x, y = [72, 660]
x, y = [72, 661]
x, y = [72, 662]
x, y = [72, 663]
x, y = [72, 664]
x, y = [72, 665]
x, y = [72, 666]
x, y = [72, 667]
x, y = [72, 668]
x, y = [72, 667]
x, y = [72, 666]
x, y = [72, 665]
x, y = [72, 664]
x, y = [72, 663]
x, y = [72, 662]
x, y = [72, 661]
x, y = [72, 660]
x, y = [121, 661]
x, y = [121, 662]
x, y = [121, 663]
x, y = [121, 662]
x, y = [121, 661]
x, y = [121, 660]
x, y = [133, 661]
x, y = [133, 662]
x, y = [133, 663]
x, y = [133, 664]
x, y = [133, 663]
x, y = [133, 662]
x, y = [133, 661]
x, y = [133, 660]
x, y = [133, 659]
x, y = [133, 658]
x, y = [133, 657]
x, y = [133, 656]
x, y = [133, 655]
x, y = [159, 656]
x, y = [159, 657]
x, y = [159, 658]
x, y = [159, 659]
x, y = [159, 660]
x, y = [159, 661]
x, y = [159, 662]
x, y = [159, 663]
x, y = [159, 664]
x, y = [159, 665]
x, y = [159, 666]
x, y = [159, 667]
x, y = [159, 668]
x, y = [159, 669]
x, y = [159, 670]
x, y = [159, 671]
x, y = [159, 672]
x, y = [159, 673]
x, y = [159, 674]
x, y = [159, 675]
x, y = [159, 676]
x, y = [159, 677]
x, y = [159, 678]
x, y = [159, 679]
x, y = [159, 680]
x, y = [159, 681]
x, y = [159, 682]
x, y = [159, 683]
x, y = [159, 684]
x, y = [159, 685]
x, y = [159, 686]
x, y = [159, 687]
x, y = [159, 688]
x, y = [159, 689]
x, y = [159, 688]
x, y = [159, 687]
x, y = [159, 686]
x, y = [159, 685]
x, y = [159, 684]
x, y = [159, 683]
x, y = [159, 682]
x, y = [159, 681]
x, y = [159, 680]
x, y = [159, 679]
x, y = [159, 678]
x, y = [161, 679]
x, y = [161, 680]
x, y = [161, 681]
x, y = [161, 682]
x, y = [161, 683]
x, y = [161, 684]
x, y = [161, 685]
x, y = [161, 686]
x, y = [161, 687]
x, y = [161, 688]
x, y = [161, 689]
x, y = [161, 690]
x, y = [161, 691]
x, y = [161, 692]
x, y = [161, 693]
x, y = [161, 694]
x, y = [161, 695]
x, y = [161, 696]
x, y = [161, 697]
x, y = [161, 698]
x, y = [161, 699]
x, y = [161, 700]
x, y = [161, 701]
x, y = [161, 702]
x, y = [161, 703]
x, y = [161, 704]
x, y = [161, 705]
x, y = [161, 706]
x, y = [161, 707]
x, y = [161, 708]
x, y = [161, 709]
x, y = [161, 710]
x, y = [161, 711]
x, y = [161, 712]
x, y = [161, 711]
x, y = [161, 710]
x, y = [161, 709]
x, y = [161, 708]
x, y = [161, 707]
x, y = [161, 706]
x, y = [161, 705]
x, y = [161, 704]
x, y = [161, 703]
x, y = [161, 702]
x, y = [161, 701]
x, y = [152, 702]
x, y = [152, 703]
x, y = [152, 704]
x, y = [152, 705]
x, y = [152, 706]
x, y = [152, 707]
x, y = [152, 708]
x, y = [152, 709]
x, y = [152, 710]
x, y = [152, 711]
x, y = [152, 712]
x, y = [152, 713]
x, y = [152, 714]
x, y = [152, 715]
x, y = [152, 716]
x, y = [152, 717]
x, y = [152, 718]
x, y = [152, 719]
x, y = [152, 720]
x, y = [152, 721]
x, y = [152, 722]
x, y = [152, 723]
x, y = [152, 724]
x, y = [152, 725]
x, y = [152, 726]
x, y = [152, 727]
x, y = [152, 728]
x, y = [152, 729]
x, y = [152, 730]
x, y = [152, 731]
x, y = [152, 732]
x, y = [152, 733]
x, y = [152, 732]
x, y = [152, 731]
x, y = [152, 730]
x, y = [152, 729]
x, y = [152, 728]
x, y = [152, 727]
x, y = [152, 726]
x, y = [152, 725]
x, y = [152, 724]
x, y = [152, 723]
x, y = [139, 724]
x, y = [139, 725]
x, y = [139, 726]
x, y = [139, 727]
x, y = [139, 728]
x, y = [139, 729]
x, y = [139, 730]
x, y = [139, 731]
x, y = [139, 732]
x, y = [139, 733]
x, y = [139, 734]
x, y = [139, 735]
x, y = [139, 736]
x, y = [139, 737]
x, y = [139, 738]
x, y = [139, 739]
x, y = [139, 740]
x, y = [139, 741]
x, y = [139, 742]
x, y = [139, 743]
x, y = [139, 744]
x, y = [139, 745]
x, y = [139, 746]
x, y = [139, 747]
x, y = [139, 748]
x, y = [139, 749]
x, y = [139, 750]
x, y = [139, 751]
x, y = [139, 752]
x, y = [139, 753]
x, y = [139, 754]
x, y = [139, 753]
x, y = [139, 752]
x, y = [139, 751]
x, y = [139, 750]
x, y = [139, 749]
x, y = [139, 748]
x, y = [139, 747]
x, y = [139, 746]
x, y = [139, 745]
x, y = [139, 744]
x, y = [139, 743]
x, y = [139, 742]
x, y = [125, 743]
x, y = [125, 744]
x, y = [125, 745]
x, y = [125, 746]
x, y = [125, 747]
x, y = [125, 748]
x, y = [125, 749]
x, y = [125, 750]
x, y = [125, 751]
x, y = [125, 752]
x, y = [125, 753]
x, y = [125, 754]
x, y = [125, 755]
x, y = [125, 756]
x, y = [125, 757]
x, y = [125, 758]
x, y = [125, 759]
x, y = [125, 760]
x, y = [125, 761]
x, y = [125, 762]
x, y = [125, 763]
x, y = [125, 764]
x, y = [125, 765]
x, y = [125, 766]
x, y = [122, 767]
x, y = [122, 768]
x, y = [122, 769]
x, y = [122, 770]
x, y = [122, 771]
x, y = [122, 772]
x, y = [122, 773]
x, y = [122, 774]
x, y = [122, 775]
x, y = [122, 776]
x, y = [122, 777]
x, y = [122, 776]
x, y = [122, 775]
x, y = [122, 774]
x, y = [122, 773]
x, y = [122, 772]
x, y = [122, 771]
x, y = [122, 770]
x, y = [122, 769]
x, y = [122, 768]
x, y = [122, 767]
x, y = [122, 766]
x, y = [128, 767]
x, y = [128, 768]
x, y = [128, 769]
x, y = [128, 770]
x, y = [128, 771]
x, y = [128, 770]
x, y = [128, 769]
x, y = [128, 768]
x, y = [128, 767]
x, y = [128, 766]
x, y = [128, 765]
x, y = [128, 764]
x, y = [114, 765]
x, y = [114, 766]
x, y = [114, 767]
x, y = [114, 768]
x, y = [114, 769]
x, y = [114, 770]
x, y = [114, 771]
x, y = [114, 772]
x, y = [114, 773]
x, y = [114, 774]
x, y = [114, 775]
x, y = [114, 776]
x, y = [114, 777]
x, y = [114, 778]
x, y = [114, 779]
x, y = [114, 780]
x, y = [114, 781]
x, y = [114, 782]
x, y = [114, 783]
x, y = [114, 784]
x, y = [114, 785]
x, y = [114, 786]
x, y = [114, 787]
x, y = [114, 788]
x, y = [114, 789]
x, y = [114, 790]
x, y = [114, 791]
x, y = [114, 792]
x, y = [114, 793]
x, y = [114, 794]
x, y = [114, 795]
x, y = [114, 796]
x, y = [114, 797]
x, y = [114, 798]
x, y = [114, 799]
x, y = [114, 798]
x, y = [114, 797]
x, y = [114, 796]
x, y = [114, 795]
x, y = [114, 794]
x, y = [114, 793]
x, y = [114, 792]
x, y = [114, 791]
x, y = [114, 790]
x, y = [114, 789]
x, y = [114, 788]
x, y = [99, 789]
x, y = [99, 790]
x, y = [99, 791]
x, y = [99, 792]
x, y = [99, 793]
x, y = [99, 794]
x, y = [99, 795]
x, y = [99, 796]
x, y = [99, 797]
x, y = [99, 798]
x, y = [99, 799]
x, y = [99, 800]
x, y = [99, 801]
x, y = [99, 802]
x, y = [99, 803]
x, y = [99, 804]
x, y = [99, 805]
x, y = [99, 806]
x, y = [99, 807]
x, y = [99, 808]
x, y = [99, 809]
x, y = [99, 810]
x, y = [99, 811]
x, y = [99, 812]
x, y = [99, 813]
x, y = [99, 814]
x, y = [99, 815]
x, y = [99, 816]
x, y = [99, 817]
x, y = [99, 818]
x, y = [99, 819]
x, y = [99, 820]
x, y = [99, 821]
x, y = [99, 822]
x, y = [99, 823]
x, y = [99, 824]
x, y = [99, 825]
x, y = [99, 826]
x, y = [99, 827]
x, y = [99, 828]
x, y = [99, 829]
x, y = [99, 830]
x, y = [99, 831]
x, y = [99, 832]
x, y = [99, 833]
x, y = [99, 834]
x, y = [99, 835]
x, y = [99, 836]
x, y = [99, 837]
x, y = [99, 838]
x, y = [99, 839]
x, y = [99, 840]
x, y = [99, 841]
x, y = [99, 842]
x, y = [99, 843]
x, y = [99, 844]
x, y = [99, 845]
x, y = [99, 846]
x, y = [99, 847]
x, y = [99, 848]
x, y = [99, 849]
x, y = [99, 850]
x, y = [99, 851]
x, y = [99, 852]
x, y = [99, 853]
x, y = [99, 854]
x, y = [99, 855]
x, y = [99, 856]
x, y = [99, 855]
x, y = [99, 854]
x, y = [99, 853]
x, y = [99, 852]
x, y = [99, 851]
x, y = [99, 850]
x, y = [99, 849]
x, y = [169, 850]
x, y = [169, 851]
x, y = [169, 852]
x, y = [169, 853]
x, y = [169, 852]
x, y = [169, 851]
x, y = [169, 850]
x, y = [169, 849]
x, y = [173, 850]
x, y = [173, 851]
x, y = [173, 852]
x, y = [173, 853]
x, y = [173, 854]
x, y = [173, 853]
x, y = [173, 852]
x, y = [173, 851]
x, y = [173, 850]
x, y = [173, 849]
x, y = [173, 848]
x, y = [173, 847]
x, y = [173, 846]
x, y = [173, 845]
x, y = [90, 846]
x, y = [90, 847]
x, y = [90, 848]
x, y = [90, 849]
x, y = [90, 850]
x, y = [90, 851]
x, y = [90, 852]
x, y = [90, 853]
x, y = [90, 854]
x, y = [90, 855]
x, y = [90, 856]
x, y = [90, 857]
x, y = [90, 858]
x, y = [90, 859]
x, y = [90, 860]
x, y = [90, 861]
x, y = [90, 862]
x, y = [90, 863]
x, y = [90, 864]
x, y = [90, 865]
x, y = [90, 866]
x, y = [90, 867]
x, y = [90, 868]
x, y = [90, 869]
x, y = [90, 870]
x, y = [90, 871]
x, y = [90, 872]
x, y = [90, 873]
x, y = [90, 874]
x, y = [90, 875]
x, y = [90, 876]
x, y = [90, 877]
x, y = [90, 878]
x, y = [90, 879]
x, y = [90, 880]
x, y = [90, 879]
x, y = [90, 878]
x, y = [90, 877]
x, y = [90, 876]
x, y = [90, 875]
x, y = [90, 874]
x, y = [90, 873]
x, y = [90, 872]
x, y = [90, 871]
x, y = [90, 870]
x, y = [90, 869]
x, y = [90, 868]
x, y = [90, 867]
x, y = [90, 866]
x, y = [78, 867]
x, y = [78, 868]
x, y = [78, 869]
x, y = [78, 870]
x, y = [78, 871]
x, y = [78, 872]
x, y = [78, 873]
x, y = [78, 874]
x, y = [78, 875]
x, y = [78, 876]
x, y = [78, 877]
x, y = [78, 878]
x, y = [78, 879]
x, y = [78, 880]
x, y = [78, 881]
x, y = [78, 882]
x, y = [78, 883]
x, y = [78, 884]
x, y = [78, 885]
x, y = [78, 886]
x, y = [78, 887]
x, y = [78, 888]
x, y = [78, 889]
x, y = [78, 890]
x, y = [78, 891]
x, y = [78, 892]
x, y = [75, 893]
x, y = [75, 894]
x, y = [75, 895]
x, y = [75, 896]
x, y = [75, 897]
x, y = [75, 898]
x, y = [75, 899]
x, y = [75, 900]
x, y = [75, 899]
x, y = [75, 898]
x, y = [75, 897]
x, y = [75, 896]
x, y = [75, 895]
x, y = [75, 894]
x, y = [75, 893]
x, y = [75, 892]
x, y = [83, 893]
x, y = [83, 894]
x, y = [83, 895]
x, y = [83, 894]
x, y = [83, 893]
x, y = [83, 892]
x, y = [83, 891]
x, y = [83, 890]
x, y = [89, 891]
x, y = [89, 892]
x, y = [89, 893]
x, y = [89, 894]
x, y = [89, 895]
x, y = [89, 896]
x, y = [89, 897]
x, y = [89, 898]
x, y = [89, 899]
x, y = [89, 900]
x, y = [89, 901]
x, y = [89, 902]
x, y = [89, 903]
x, y = [89, 904]
x, y = [89, 905]
x, y = [89, 906]
x, y = [89, 907]
x, y = [89, 908]
x, y = [89, 909]
x, y = [89, 910]
x, y = [89, 911]
x, y = [89, 912]
x, y = [89, 913]
x, y = [89, 914]
x, y = [89, 915]
x, y = [89, 916]
x, y = [89, 917]
x, y = [89, 918]
x, y = [89, 917]
x, y = [89, 916]
x, y = [89, 915]
x, y = [89, 914]
x, y = [89, 913]
x, y = [89, 912]
x, y = [89, 911]
x, y = [89, 910]
x, y = [89, 909]
x, y = [89, 908]
x, y = [89, 907]
x, y = [89, 906]
x, y = [81, 907]
x, y = [81, 908]
x, y = [81, 909]
x, y = [81, 910]
x, y = [81, 911]
x, y = [81, 912]
x, y = [81, 913]
x, y = [81, 914]
x, y = [81, 915]
x, y = [81, 916]
x, y = [81, 917]
x, y = [81, 918]
x, y = [81, 919]
x, y = [81, 920]
x, y = [81, 921]
x, y = [81, 922]
x, y = [81, 923]
x, y = [81, 924]
x, y = [81, 925]
x, y = [81, 926]
x, y = [81, 927]
x, y = [81, 928]
x, y = [81, 929]
x, y = [81, 930]
x, y = [81, 931]
x, y = [81, 932]
x, y = [81, 933]
x, y = [81, 934]
x, y = [81, 935]
x, y = [81, 936]
x, y = [81, 937]
x, y = [81, 938]
x, y = [81, 939]
x, y = [81, 940]
x, y = [81, 941]
x, y = [81, 942]
x, y = [81, 943]
x, y = [81, 944]
x, y = [81, 945]
x, y = [81, 946]
x, y = [81, 947]
x, y = [81, 948]
x, y = [81, 949]
x, y = [81, 950]
x, y = [81, 951]
x, y = [81, 952]
x, y = [81, 953]
x, y = [81, 954]
x, y = [81, 955]
x, y = [81, 956]
x, y = [81, 957]
x, y = [81, 958]
x, y = [81, 959]
x, y = [81, 960]
x, y = [81, 961]
x, y = [81, 962]
x, y = [81, 963]
x, y = [81, 964]
x, y = [81, 965]
x, y = [81, 966]
x, y = [81, 967]
x, y = [81, 968]
x, y = [81, 969]
x, y = [81, 970]
x, y = [81, 971]
x, y = [81, 972]
x, y = [81, 973]
x, y = [81, 974]
x, y = [81, 975]
x, y = [81, 976]
x, y = [81, 977]
x, y = [81, 978]
x, y = [81, 979]
x, y = [81, 980]
x, y = [81, 981]
x, y = [81, 982]
x, y = [81, 983]
x, y = [81, 984]
x, y = [81, 985]
x, y = [81, 986]
x, y = [81, 987]
x, y = [81, 988]
x, y = [81, 989]
x, y = [81, 990]
x, y = [81, 991]
x, y = [81, 992]
x, y = [81, 993]
x, y = [81, 994]
x, y = [81, 995]
x, y = [81, 996]
x, y = [81, 997]
x, y = [81, 998]
x, y = [81, 999]
x, y = [81, 1000]
x, y = [81, 1001]
x, y = [81, 1002]
x, y = [81, 1003]
x, y = [81, 1004]
x, y = [81, 1005]
x, y = [81, 1006]
x, y = [81, 1007]
x, y = [81, 1008]
x, y = [81, 1009]
x, y = [81, 1010]
x, y = [81, 1011]
x, y = [81, 1012]
x, y = [81, 1013]
x, y = [81, 1014]
x, y = [81, 1015]
x, y = [81, 1016]
x, y = [81, 1017]
x, y = [81, 1018]
x, y = [81, 1019]
x, y = [81, 1020]
x, y = [81, 1021]
x, y = [81, 1022]
x, y = [81, 1023]
x, y = [81, 1024]
x, y = [81, 1025]
x, y = [81, 1026]
x, y = [81, 1027]
x, y = [81, 1028]
x, y = [81, 1029]
x, y = [81, 1030]
x, y = [81, 1031]
x, y = [81, 1032]
x, y = [81, 1033]
x, y = [81, 1034]
x, y = [81, 1035]
x, y = [81, 1036]
x, y = [81, 1037]
x, y = [81, 1038]
x, y = [81, 1039]
x, y = [81, 1040]
x, y = [81, 1041]
x, y = [81, 1042]
x, y = [81, 1043]
x, y = [81, 1044]
x, y = [81, 1045]
x, y = [81, 1046]
x, y = [81, 1047]
x, y = [81, 1048]
x, y = [81, 1049]
x, y = [81, 1050]
x, y = [81, 1051]
x, y = [81, 1052]
x, y = [81, 1053]
x, y = [81, 1054]
x, y = [81, 1055]
x, y = [81, 1056]
x, y = [81, 1057]
x, y = [81, 1058]
x, y = [81, 1059]
x, y = [81, 1060]
x, y = [81, 1061]
x, y = [81, 1062]
x, y = [81, 1063]
x, y = [81, 1064]
x, y = [81, 1065]
x, y = [81, 1066]
x, y = [81, 1067]
x, y = [81, 1068]
x, y = [81, 1069]
x, y = [81, 1068]
x, y = [81, 1067]
x, y = [81, 1066]
x, y = [81, 1065]
x, y = [81, 1064]
x, y = [81, 1063]
x, y = [81, 1062]
x, y = [81, 1061]
x, y = [69, 1062]
x, y = [69, 1063]
x, y = [69, 1064]
x, y = [69, 1065]
x, y = [69, 1066]
x, y = [69, 1067]
x, y = [69, 1068]
x, y = [69, 1069]
x, y = [69, 1070]
x, y = [69, 1071]
x, y = [69, 1072]
x, y = [69, 1073]
x, y = [69, 1074]
x, y = [69, 1075]
x, y = [69, 1076]
x, y = [69, 1077]
x, y = [69, 1078]
x, y = [69, 1079]
x, y = [69, 1080]
x, y = [69, 1081]
x, y = [69, 1082]
x, y = [69, 1083]
x, y = [69, 1084]
x, y = [69, 1085]
x, y = [69, 1086]
x, y = [69, 1087]
x, y = [69, 1088]
x, y = [69, 1089]
x, y = [69, 1090]
x, y = [69, 1091]
x, y = [69, 1092]
x, y = [69, 1093]
x, y = [69, 1094]
x, y = [69, 1095]
x, y = [69, 1096]
x, y = [69, 1097]
x, y = [69, 1098]
x, y = [69, 1099]
x, y = [69, 1100]
x, y = [69, 1101]
x, y = [69, 1102]
x, y = [69, 1103]
x, y = [69, 1104]
x, y = [69, 1105]
x, y = [69, 1106]
x, y = [69, 1107]
x, y = [69, 1108]
x, y = [69, 1109]
x, y = [69, 1110]
x, y = [69, 1111]
x, y = [69, 1112]
x, y = [69, 1113]
x, y = [69, 1114]
x, y = [69, 1115]
x, y = [69, 1116]
x, y = [69, 1117]
x, y = [69, 1118]
x, y = [69, 1119]
x, y = [69, 1120]
x, y = [69, 1121]
x, y = [69, 1122]
x, y = [69, 1123]
x, y = [69, 1124]
x, y = [69, 1123]
x, y = [69, 1122]
x, y = [69, 1121]
x, y = [69, 1120]
x, y = [69, 1119]
x, y = [69, 1118]
x, y = [69, 1117]
x, y = [69, 1116]
x, y = [69, 1115]
x, y = [69, 1114]
x, y = [69, 1113]
x, y = [69, 1112]
x, y = [69, 1111]
x, y = [69, 1110]
x, y = [69, 1109]
x, y = [57, 1110]
x, y = [57, 1111]
x, y = [57, 1112]
x, y = [57, 1113]
x, y = [57, 1114]
x, y = [57, 1115]
x, y = [57, 1116]
x, y = [57, 1117]
x, y = [57, 1118]
x, y = [57, 1119]
x, y = [57, 1120]
x, y = [57, 1121]
x, y = [57, 1122]
x, y = [57, 1123]
x, y = [57, 1124]
x, y = [57, 1125]
x, y = [57, 1126]
x, y = [57, 1127]
x, y = [57, 1128]
x, y = [57, 1129]
x, y = [57, 1130]
x, y = [57, 1131]
x, y = [57, 1132]
x, y = [57, 1133]
x, y = [57, 1134]
x, y = [57, 1135]
x, y = [57, 1136]
x, y = [57, 1137]
x, y = [57, 1138]
x, y = [57, 1139]
x, y = [57, 1140]
x, y = [57, 1141]
x, y = [57, 1142]
x, y = [57, 1143]
x, y = [57, 1144]
x, y = [57, 1145]
x, y = [57, 1146]
x, y = [57, 1147]
x, y = [57, 1148]
x, y = [57, 1149]
x, y = [57, 1150]
x, y = [57, 1151]
x, y = [57, 1152]
x, y = [57, 1153]
x, y = [57, 1154]
x, y = [57, 1155]
x, y = [57, 1156]
x, y = [57, 1157]
x, y = [57, 1158]
x, y = [57, 1159]
x, y = [57, 1160]
x, y = [57, 1161]
x, y = [57, 1162]
x, y = [57, 1163]
x, y = [57, 1164]
x, y = [57, 1165]
x, y = [57, 1166]
x, y = [57, 1167]
x, y = [57, 1168]
x, y = [57, 1169]
x, y = [57, 1170]
x, y = [57, 1171]
x, y = [57, 1172]
x, y = [57, 1173]
x, y = [57, 1174]
x, y = [57, 1175]
x, y = [57, 1176]
x, y = [57, 1177]
x, y = [57, 1178]
x, y = [57, 1179]
x, y = [57, 1180]
x, y = [57, 1181]
x, y = [57, 1182]
x, y = [57, 1183]
x, y = [57, 1184]
x, y = [57, 1185]
x, y = [57, 1186]
x, y = [57, 1187]
x, y = [57, 1188]
x, y = [57, 1189]
x, y = [57, 1190]
x, y = [57, 1191]
x, y = [57, 1192]
x, y = [57, 1193]
x, y = [57, 1194]
x, y = [57, 1195]
x, y = [57, 1196]
x, y = [57, 1197]
x, y = [57, 1198]
x, y = [57, 1199]
x, y = [57, 1200]
x, y = [57, 1201]
x, y = [57, 1202]
x, y = [57, 1203]
x, y = [57, 1204]
x, y = [57, 1205]
x, y = [57, 1206]
x, y = [57, 1207]
x, y = [57, 1208]
x, y = [57, 1209]
x, y = [57, 1210]
x, y = [57, 1211]
x, y = [57, 1212]
x, y = [57, 1213]
x, y = [57, 1214]
x, y = [57, 1215]
x, y = [57, 1216]
x, y = [57, 1217]
x, y = [57, 1218]
x, y = [57, 1219]
x, y = [57, 1220]
x, y = [57, 1221]
x, y = [57, 1222]
x, y = [57, 1223]
x, y = [57, 1224]
x, y = [57, 1225]
x, y = [57, 1226]
x, y = [57, 1227]
x, y = [57, 1228]
x, y = [57, 1229]
x, y = [57, 1230]
x, y = [57, 1231]
x, y = [57, 1232]
x, y = [57, 1233]
x, y = [57, 1234]
x, y = [57, 1235]
x, y = [57, 1236]
x, y = [57, 1237]
x, y = [57, 1238]
x, y = [57, 1239]
x, y = [57, 1240]
x, y = [57, 1241]
x, y = [57, 1242]
x, y = [57, 1243]
x, y = [57, 1244]
x, y = [57, 1245]
x, y = [57, 1246]
x, y = [57, 1247]
x, y = [57, 1248]
x, y = [57, 1249]
x, y = [57, 1250]
x, y = [57, 1251]
x, y = [57, 1252]
x, y = [57, 1253]
x, y = [57, 1254]
x, y = [57, 1255]
x, y = [57, 1256]
x, y = [57, 1257]
x, y = [57, 1258]
x, y = [57, 1259]
x, y = [57, 1260]
x, y = [57, 1261]
x, y = [57, 1262]
x, y = [57, 1263]
x, y = [57, 1264]
x, y = [57, 1265]
x, y = [57, 1266]
x, y = [57, 1267]
x, y = [57, 1268]
x, y = [57, 1269]
x, y = [57, 1270]
x, y = [57, 1271]
x, y = [57, 1272]
x, y = [57, 1273]
x, y = [57, 1274]
x, y = [57, 1275]
x, y = [57, 1276]
x, y = [57, 1277]
x, y = [57, 1278]
x, y = [57, 1279]
x, y = [57, 1280]
x, y = [57, 1281]
x, y = [57, 1282]
x, y = [57, 1283]
x, y = [57, 1284]
x, y = [57, 1285]
x, y = [57, 1286]
x, y = [57, 1287]
x, y = [57, 1288]
x, y = [57, 1289]
x, y = [57, 1290]
x, y = [57, 1291]
x, y = [57, 1292]
x, y = [57, 1293]
x, y = [57, 1294]
x, y = [57, 1295]
x, y = [57, 1296]
x, y = [57, 1297]
x, y = [57, 1298]
x, y = [57, 1297]
x, y = [57, 1296]
x, y = [57, 1295]
x, y = [57, 1294]
x, y = [57, 1293]
x, y = [57, 1292]
x, y = [57, 1291]
x, y = [57, 1290]
x, y = [67, 1291]
x, y = [67, 1292]
x, y = [67, 1293]
x, y = [67, 1294]
x, y = [67, 1293]
x, y = [67, 1292]
x, y = [67, 1291]
x, y = [67, 1290]
x, y = [71, 1291]
x, y = [71, 1292]
x, y = [71, 1293]
x, y = [71, 1294]
x, y = [71, 1295]
x, y = [71, 1294]
x, y = [71, 1293]
x, y = [71, 1292]
x, y = [71, 1291]
x, y = [71, 1290]
x, y = [71, 1289]
x, y = [71, 1288]
x, y = [71, 1287]
x, y = [71, 1286]
x, y = [71, 1285]
x, y = [71, 1284]
x, y = [71, 1283]
x, y = [71, 1282]
x, y = [71, 1281]
x, y = [77, 1282]
x, y = [77, 1283]
x, y = [77, 1284]
x, y = [77, 1285]
x, y = [77, 1286]
x, y = [77, 1287]
x, y = [77, 1288]
x, y = [77, 1289]
x, y = [77, 1290]
x, y = [77, 1291]
x, y = [77, 1292]
x, y = [77, 1293]
x, y = [77, 1294]
x, y = [77, 1295]
x, y = [77, 1296]
x, y = [77, 1297]
x, y = [77, 1298]
x, y = [77, 1299]
x, y = [77, 1300]
x, y = [77, 1301]
x, y = [77, 1302]
x, y = [77, 1303]
x, y = [77, 1304]
x, y = [77, 1305]
x, y = [77, 1306]
x, y = [77, 1307]
x, y = [77, 1308]
x, y = [77, 1309]
x, y = [77, 1310]
x, y = [77, 1311]
x, y = [77, 1312]
x, y = [77, 1313]
x, y = [77, 1314]
x, y = [77, 1315]
x, y = [77, 1316]
x, y = [77, 1317]
x, y = [77, 1318]
x, y = [77, 1319]
x, y = [77, 1320]
x, y = [77, 1321]
x, y = [77, 1322]
x, y = [77, 1323]
x, y = [77, 1324]
x, y = [77, 1325]
x, y = [77, 1326]
x, y = [77, 1327]
x, y = [77, 1328]
x, y = [77, 1329]
x, y = [77, 1330]
x, y = [77, 1331]
x, y = [77, 1332]
x, y = [77, 1333]
x, y = [77, 1334]
x, y = [77, 1335]
x, y = [77, 1336]
x, y = [77, 1337]
x, y = [77, 1338]
x, y = [77, 1339]
x, y = [77, 1340]
x, y = [77, 1341]
x, y = [77, 1342]
x, y = [77, 1343]
x, y = [76, 1344]
x, y = [76, 1345]
x, y = [76, 1346]
x, y = [76, 1347]
x, y = [76, 1348]
x, y = [76, 1349]
x, y = [76, 1350]
x, y = [76, 1351]
x, y = [76, 1352]
x, y = [76, 1353]
x, y = [76, 1354]
x, y = [76, 1355]
x, y = [76, 1356]
